"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"NELMO GONCALVES DE OLIVEIRA","NELMO OLIVEIRA",8,1
"NELSON MARCHEZAN JUNIOR","NELSON MARCHEZAN JUNIOR",8,1
"NEUSA MARIA MACHADO ZOCH","NEUSA ZOCH - XUXA",8,1
"NEUSA MARIA VELLEDA DA ROSA","NEUSA VELLEDA",8,1
"NILSA TEREZINHA CAPIEM DE FIGUEIREDO","NILSA FIGUEIREDO",8,1
"ONYX DORNELLES LORENZONI","ONYX",8,1
"OSCAR JOSE PLENTZ NETO","OSCAR PLENTZ",8,1
"OSMAR GASPARINI TERRA","OSMAR TERRA",8,1
"OTAVIO MAXIMILIANO REICHERT","OTAVIO",8,1
"OTTO ALBINO GERHARDT NETO","OTTO GERHARDT",7,1
"PATRIC CAVALCANTI","PATRIC",7,1
"PAULO ADALBERTO ALVES FERREIRA","FERREIRA",8,1
"PAULO ADIR FERREIRA","PAULO FERREIRA",7,1
"PAULO ANTAO AZAMBUJA BAPTISTA","PAULO ANTÃO",3,1
"PAULO RENATO PULZ","PAULO PULZ",7,1
"PAULO ROBERTO PUGLIERO GONCALVES","PAULO PUGLIERO",8,1
"PAULO ROBERTO SEVERO PIMENTA","PIMENTA",8,1
"PAULO ROGERIO SANTOS DA SILVA","PAULO SANTOS",7,1
"PEDRO REUS RIBEIRO NARDES","NARDES",8,1
"PETER SILVA DA SILVA","PETER FALEIRO",6,1
"RENATA GARCIA TEIXEIRA","RENATA TEIXEIRA",5,1
"RENATO DELMAR MOLLING","RENATO MOLLING",8,1
"RICARDO DA SILVA PERALBA","RICARDO PERALBA",4,1
"RICARDO GUIMARAES MOURA","RICARDO GUIMARÃES",8,1
"RICARDO JOSE NUNCIO","NUNCIO",8,1
"ROGERIO VIEIRA","ROGERIO VIEIRA",7,1
"RONALDO CASSIMIRO LORENZEN PIPPI","RONALDO PIPPI OU RONALDO",8,1
"RONALDO MIRO ZULKE","RONALDO ZULKE",8,1
"RONALDO NOGUEIRA DE OLIVEIRA","RONALDO NOGUEIRA",7,1
"ROSANA OPPITZ","ROSANA OPPITZ",8,1
"ROSELAINE VARGAS BICCA DA COSTA","PROFESSORA BICCA",8,1
"ROSIMERI SILVA XAVIER","ROSI",6,1
"RUDNEI DOUGLAS DA SILVA","DOUGLAS",6,1
"RUY PAULETTI","RUY PAULETTI",8,1
"SALEZIO DAGOSTIM","SALEZIO DAGOSTIM",8,1
"SANDRA MARA REY BRANCO","SANDRA BRANCO",5,1
"SARITA MARTA STROHER","SARITA STROHER",5,1
"SERGIO CARDOSO ALVES","SERGINHO",4,1
"SERGIO CLAURY VIEIRA SAMPAIO","SERGIO SAMPAIO",7,1
"SERGIO GLENI ORASMO","SERGIO DALBON",6,1
"SERGIO IVAN MORAES","SÉRGIO MORAES",4,1
"SILVIA DANIELA PINTO MACEDO","SILVIA DANIELA",8,1
"SUEME POMPEO DE MATTOS","SUEME POMPEO DE MATTOS",7,1
"SUZANA AMBROS PEREIRA","DOUTORA SUZANA",8,1
"SERGIO MARQUES SIQUEIRA","XIRÚ",4,1
"SONIA MARIA ZOTTIS BENELLI","SÔNIA BENELLI POSTO DE SAÚDE",6,1
"VALTER LUIZ OLIVEIRA DA ROSA","VALTER DA ROSA",8,1
"VERA INACIA EUZEBIO D AVILA","VERA D AVILA",6,1
"VICENTE PAULO DE OLIVEIRA SELISTRE","VICENTE SELISTRE",8,1
"VILSON LUIZ COVATTI","COVATTI",8,1
"VOLNEI TESSER","TESSER",8,1
"WALDIR CANAL","WALDIR CANAL",8,1
"WILSON PORTINHO FILHO","SGT PORTINHO",8,1
"ABDALA ABI FARAJ","ABDALA ABI",8,1
"ADELSON BENEDITO URIOSTE","PROFESSOR ADELSON (1315)",8,1
"ADEMIR MOTTA DA SILVA","MILO",8,1
"ADRIANO ZANOTTO","ADRIANO ZANOTTO (ZANOTTO)",8,1
"AIDA RODRIGUES ZAPELINI","AIDA ZAPELINI",8,1
"AIRTON SUDBRAK","AIRTON SUDBRACK",8,1
"ANDRE FRETA MAY","DEKA MAY",8,1
"ANTONIO JOAO TAVARES","ANTONIO TAVARES TONTON",8,1
"ANTONIO LUIS PEREIRA","ANTÔNIO LUIS",8,1
"ARNO SCHNEIDER FILHO","ARNO SCHNEIDER - CORONEL ARNO",8,1
"CARLOS ALBERTO GRANADO DIAS","CARLOS DIAS",8,1
"CARLOS ALBERTO NEVES ALMEIDA","CARLOS ALMEIDA",6,1
"CARMEN EMILIA BONFA ZANOTTO","CARMEN ZANOTTO",8,1
"CELSO MALDANER","CELSO MALDANER",8,1
"CLAUDEMIR ANTONIO PARISOTTO","CLAUDEMIR ANTONIO PARISOTTO",8,1
"CLEUSA MARIA SEHN TEODORO","CLEUSA SEHN",6,1
"DALMO CLARO DE OLIVEIRA","DOUTOR DALMO",8,1
"DORLEI JOAO ANTUNES","DORLEI",5,1
"DECIO NERY DE LIMA","DÉCIO LIMA",8,1
"EDNA MULLER PICKLER PATRICIO","EDNA MULLER",7,1
"EDSON BEZ DE OLIVEIRA","EDINHO BEZ",8,1
"EDSON JOSE FIRMINO","EDSON FIRMINO",8,1
"ELISETE LIMA KONS","ZETI",6,1
"ELPIDIO RIBEIRO NEVES","ELPIDIO NEVES",8,1
"ESPERIDIAO AMIN HELOU FILHO","ESPERIDIÃO AMIN",8,1
"EVALDINO LEITE","EVALDINO LEITE",5,1
"FABRICIO JOSE SATIRO DE OLIVEIRA","FABRICIO OLIVEIRA",8,1
"FERMINO FREITAS","DR. XIXA",8,1
"FRANCISCO CARLOS DA SILVA","CHICO BELA VISTA",4,1
"FRANCISCO DE ASSIS NUNES","ASSIS",8,1
"GEAN MARQUES LOUREIRO","GEAN",8,1
"GEOVANA BENEDET ZANETTE","GEOVANA",8,1
"GERVASIO JOSE DA SILVA","GERVASIO SILVA",7,1
"GILBERTO ALVES DO AMARAL","GILBERTO AMARAL",8,1
"GILBERTO LENZI","GILBERTO LENZI",8,1
"HELIO DINIZ FURLAN","HELIO FURLAN",8,1
"IVO KONELL","IVO KONELL",8,1
"JEAN CARLO LEUTPRECHT","JEAN LEUTPRECHT",8,1
"JERONIMO ALVES FERREIRA","JERONIMO ALVES",8,1
"JORGE CATARINO LEONARDELI BOEIRA","JORGE BOEIRA",8,1
"JORGE LUIS RIMOLO OSORIO","JORGE OSÓRIO",8,1
"JORGINHO DOS SANTOS MELLO","JORGINHO MELLO",8,1
"JOSUE PEREIRA","JOSUÉ PEREIRA",7,1
"JOSE CARLOS VIEIRA","JOSÉ CARLOS VIEIRA",8,1
"JOSE OURIQUES","LATINHA",6,1
"JOVINO CARDOSO NETO","JOVINO CARDOSO",8,1
"JOAO ALBERTO PIZZOLATTI JUNIOR","PIZZOLATTI",8,1
"JOAO ALBERTO PIZZOLATTI NETO","JOÃO PIZZOLATTI",8,1
"JOAO ARY MENDES","JOAO ARY MENDES",4,1
"JOAO RODRIGUES","JOÃO RODRIGUES",6,1
"KAMYLLA SANTOS DA CUNHA","KAMYLLA",7,1
"LUCIANO DA SILVEIRA MORAIS","LUCIANO MORAIS",8,1
"LUIS CARLOS MARTINS","LUIZINHO MARTINS",6,1
"LUIZ ROGERIO DA SILVA","ROGERINHO",8,1
"MARCELINO DE CAMPOS","MARCELINO CAMPOS",6,1
"MARCELO SCHRUBBE","MARCELO SCHRUBBE",8,1
"MARCELO WERNER","MARCELO WERNER",8,1
"MARCO ANTONIO TEBALDI","MARCO TEBALDI",8,1
"MARCOS AUGUSTO KURTZ","MARQUINHO",8,1
"MARIA MARINETE MERSS","MARINETE MERSS",8,1
"MARIANA MARQUES","MARIANA MARQUES",7,1
"MARLI FATIMA GONCALVES","MARLI FÁTIMA",5,1
"MAURO MARIANI","MAURO MARIANI",8,1
"MAURICIO COSTA DA SILVA","MAURÍCIO COSTA",7,1
"MAYRA FERNANDA DOS PRAZERES MENEZES","MAYRA MENEZES",8,1
"MARCIO MARTINS DE OLIVEIRA","MÁRCIO MARTINS",6,1
"NAPOLEAO BERNARDES NETO","NAPOLEÃO BERNARDES",8,1
"NIKOLAS REIS MORAES DOS SANTOS","NÍKOLAS REIS",8,1
"ODACIR ZONTA","ZONTA",8,1
"ONDINA DOS SANTOS","ONDINA",8,1
"ONOFRE SANTO AGOSTINI","ONOFRE AGOSTINI",4,1
"PATRICIO CARLOS DESTRO","PATRICIO DESTRO",8,1
"PAULO ADRIANO DE OLIVEIRA","PAULINHO ADRIANO DOS CORREIOS",8,1
"PAULO FERNANDO SQUIZZATO","ENGENHEIRO PAULO SQUIZZATO",8,1
"PAULO ROBERTO BARRETO BORNHAUSEN","PAULO BORNHAUSEN",8,1
"PEDRO FRANCISCO UCZAI","PEDRO UCZAI",8,1
"PEDRO PAULO BOFF SOBRINHO","SARGENTO SOBRINHO",8,1
"REGINA GARCIA FERREIRA","REGINA GARCIA",8,1
"RICARDO CAMARGO VIEIRA","DR. RICARDO",8,1
"ROBERTO LUIZ SALUM","ROBERTO SALUM",7,1
"ROGERIO DA SILVA ORTIZ","DELEGADO ORTIZ",8,1
"ROGERIO MENDONCA","PENINHA",8,1
"ROMANNA GIULIA CECCON LEANDRO REMOR","ROMANNA REMOR",8,1
"SALETE DE FATIMA ROCHA","SALETE ROCHA",7,1
"SAMARA RIBEIRO","SASSÁ",8,1
"SERGIO FURLAN","FURLAN GASTANÇA ZERO",8,1
"SILMARA CORREIA DA SILVA","SILMARA SILVA",4,1
"SILVANIA DA SILVA MACHADO DOS SANTOS","SILVÂNIA",8,1
"SILVIA AGOSTINI FERREIRA","SILVIA PEREIRA",8,1
"SOILI MARIA BORSOI GALAFASSI","SOILI BORSOI GALAFASSI",6,1
"SONIA REGINA FENNER","SÔNIA FENNER",6,1
"TASSIANA CAMPOS MACHADO","TASSIANA CAMPOS",6,1
"VALDIR COLATTO","COLATTO",8,1
"VALMIR COELHO LUDVIG","VALMIR LUDVIG",8,1
"VANIO DOS SANTOS","VANIO DOS SANTOS",8,1
"VANIR ARAUJO FELICIANO","VANIR ARAÚJO",8,1
"VILMAR COMASSETTO","COMASSETTO",8,1
"VITOR OLIMAR MINELLA","VITOR MINELLA",8,1
"ADVAL DA SILVA LIMA","ADVAL",6,1
"ALEXANDRE DA SILVA PRADO","SARGENTO PRADO",6,1
"ANA RITA DE SANTANA BARROS","ANA RITA",8,1
"ANDRE LUIS DANTAS FERREIRA","ANDRE MOURA",7,1
"ANTONIO CARLOS VALADARES FILHO","VALADARES FILHO",8,1
"ARNALDO SEVERINO CHAGAS JUNIOR","ARNALDO JUNIOR",7,1
"CARLOS HAGENBECK","O GORDO É FEDERAL",6,1
"CLAUDIO FERREIRA CARDOSO","SARGENTO CLÁUDIO BRÃO",7,1
"DJENAL GONCALVES SOARES","DR. DJENAL GONÇALVES",8,1
"FABIO DE ALMEIDA REIS","FABIO REIS",7,1
"GILMAR DOS SANTOS OLIVEIRA","GILMAR OLIVEIRA",6,1
"ISADORA WALESKA OLIVEIRA SANTOS","ISADORA WALESKA",7,1
"JASON FRANCA DE AGUIAR","JASON FRANCA",8,1
"JOAO BOSCO DA COSTA","BOSCO COSTA",6,1
"JOSE HELENO DA SILVA","PASTOR HELENO",6,1
"JOSE IRAN BARBOSA FILHO","IRAN BARBOSA",8,1
"JOSE RODRIGUES DE FARIAS","DEDE FARIAS",8,1
"JOSEFA MARLENE DE ALMEIDA MELO","MARLENE MENEZEL",4,1
"JOSE ALMEIDA LIMA","ALMEIDA LIMA",8,1
"JOSE ALVES BARBOSA","BARBOSA",7,1
"JOSE AMERICO LIMA","JOSÉ AMERICO",6,1
"JOSE DE ARAUJO MENDONCA SOBRINHO","MENDONÇA PRADO",8,1
"JOSE HUNALDO DE OLIVEIRA","DR. HUNALDO",8,1
"JOSE SOARES PINTO","SOARES PINTO",8,1
"LAERCIO JOSE DE OLIVEIRA","LAERCIO OLIVEIRA",8,1
"LUIZ BOSCO DE SA","BOSCO SÁ",4,1
"MARIA AUXILIADORA REIS","TIA DÔRA",6,1
"OSMAILDA RODRIGUES FARIAS SOUZA","OSMAILDA FARIAS",6,1
"PEDRO FIRMINO DE ANDRADE","PEDRO FIRMINO",2,1
"RAIMUNDO GUIMARAES PRIMO","PEIXE",6,1
"RICARDO HAGENBECK SOBRAL","DR. RICARDO HAGENBECK",8,1
"ROBERIO DA SILVA","PROFESSOR BERA",8,1
"ROGERIO CARVALHO SANTOS","ROGERIO CARVALHO",8,1
"ACIR DOS SANTOS","ACIR FILÓ",7,1
"ADALBERTO NADUR","NADUR",8,1
"ADELINA PEREIRA DA SILVEIRA DE ALCANTARA MACHADO","ADELINA ALCANTARA MACHADO",8,1
"ADEVALDO DOMINGOS","VALDO DOMINGOS",6,1
"ADHEMAR DE BARROS FILHO","ADHEMAR DE BARROS FILHO",8,1
"ADILSON FERNANDES VARELA","TIM",7,1
"ADILSON RODRIGUES SANTOS","ADILSON RODRIGUES",8,1
"ADRIANA ALVARES DA COSTA DE PAULA ALVES","DRA ADRIANA DA COSTA",8,1
"ADRIANA CARLA DIAS OLIVEIRA","PRª ADRIANA",5,1
"ADRIANO ELI CORREA","ELI CORREA FILHO",8,1
"ADAO TIMOTEO DE LIMA","ADÃO LIMA",8,1
"AGRIPINO BARBOSA MACEDO","PILOTO",6,1
"AGUINALDO TIMOTEO PEREIRA","AGNALDO TIMOTEO",4,1
"AGUINALDO TRIUMPHO AVELLAR","A. TRIUNFO AVELLAR",8,1
"AJURICABA DE SOUZA MENEZES","DR. AJURICABA",8,1
"AKIKO AKIYAMA","AKIKO AKI",8,1
"ALBERTO GOMES BARBOSA","TICO DO TRANSPORTE ESCOLAR",4,1
"ALBERTO PEREIRA MOURAO","ALBERTO MOURAO",8,1
"ALBERTO REGA","REGA",6,1
"ALBINO MATOS GOMES","ALBINO MATOS GOMES",4,3
"ALCIDES BELUCI NETO","NETO BELUCI",8,1
"ALCIDES MONTANHER FILHO","NENÊ MONTANHER",8,1
"ALDOMIRO FERNANDES","MIRO FERNANDES",8,1
"ALEKSANDAR CARLOS MANDIC","MANDIC",6,1
"ALESSANDER BARREIRA VIGNA","ALESSANDER VIGNA",8,1
"ALEXANDRE COSTA","ALEXANDRE COSTA",8,1
"ALEXANDRE DE ALMEIDA YOUSSEF","ALE YOUSSEF",8,1
"ALEXANDRE SARTORATO","SARTORATO",8,1
"ALEXANDRE SERGIO DE OLIVEIRA AZOUBEL","DR. ALEXANDRE",8,1
"ALINE LEMOS CORREA DE OLIVEIRA ANDRADE","ALINE CORREA",7,1
"ALMIR SANTOS","DR INDIO",8,1
"ALMERIO AGUIAR MELO FILHO","DR. ALMÉRIO",8,1
"ALTAIR BARBOSA GOUVEIA","ALTAIR DA ASSOCIACAO",8,1
"ALVARO BONFA JUNIOR","BONFÁ",6,1
"AMAURY CAMARGO MONACO","AMAURY CAMARGO MONICO",8,1
"AMIRAH SABA","AMIRAH SABA DA METROPOLITANAFM",6,2
"ANA CRISTINA FERNANDES GIAMPIETRO","ANA CRISTINA",8,1
"ANA MARIA RODRIGUES DE OLIVEIRA","ANA MARIA RODRIGUES",8,1
"ANA PAULA GUIMARAES DE AZEVEDO JUNQUEIRA","ANA PAULA JUNQUEIRA",8,1
"ANA PAULA MACHADO DE CASTRO","PAULA CASTRO",7,1
"ANAMARIA YAECO HIRAKAWA","DR ANAMARIA HIRAKAWA",8,1
"ANANIAS RODRIGUES DA SILVA","OBAMA BRASIL",6,1
"ANDERSON APARECIDO MENDONCA","ANDERSON MENDONCA",8,1
"ANDRE FELIPPE FALBO FERREIRA","PAMPA",8,1
"ANDRE LUIS ROCHA","DR ANDRE ROCHA",8,1
"ANDRE MARTINS MACHADO","ANDRÉ FALCON",2,1
"ANDRE MORALE","ANDRE DO J. CÉLIO",6,2
"ANDRE SACCO JUNIOR","DR ANDRE SACCO",8,1
"ANGELO DOMINGOS NUCCI","DR. ÂNGELO",8,1
"ANGELO MARINHO DE ALMEIDA","ANGINHO DOS TECLADOS",3,1
"ANGELO RAFAEL BARRETO","ANGELO BARRETO",6,1
"ANGELO ROBERTO RESTIO","NENÊ RÉSTIO",8,1
"ANIVALDO LAURINDO FERREIRA","ANIVALDO",6,1
"ANIZIO BATISTA DE OLIVEIRA","ANIZIO BATISTA",6,1
"ANTENOR DOS SANTOS TOKO","ANTENOR TOKO",4,1
"ANTONIO ADOLPHO LOBBE NETO","LOBBE NETO",8,1
"ANTONIO ALCEU BEZAO","BEZÃO",7,1
"ANTONIO BRESSAN FILHO","BRESSAN",8,1
"ANTONIO CARLOS ALVES DA SILVA","CARLINHOS SILVA",7,1
"ANTONIO CARLOS BARBOSA","BARBOSA",8,1
"ANTONIO CARLOS DE MENDES THAME","THAME",8,1
"ANTONIO CARLOS DOS REIS","SALIM REIS",2,1
"ANTONIO CARLOS GARMS","TONINHO GARMS",8,1
"ANTONIO CARLOS GOULART","CORONEL GOULART",8,1
"ANTONIO CARLOS MARTINS DE BULHOES","ANTONIO BULHÕES",8,1
"ANTONIO CARLOS NUNES DE MATTOS","ANTONIO BUGALU",6,1
"ANTONIO CARLOS PANNUNZIO","PANNUNZIO",8,1
"ANTONIO CARLOS ROCHA","CARLOS ROCHA",8,1
"ANTONIO CESAR CORTEZ","CESAR CORTEZ",8,1
"ANTONIO CICERO DA SILVA","TONINHO CORREDOR",4,1
"ANTONIO DE PADUA PACHECO","DR PACHECO",8,1
"ANTONIO DEL VAGE JUNIOR","DR. ANTONIO",8,1
"ANTONIO DUARTE NOGUEIRA JUNIOR","DUARTE NOGUEIRA",8,1
"ANTONIO GOTARDI BUSSOLETTI","DR. ANTONIO BUSSOLETTI",8,1
"ANTONIO MARTINS DA COSTA","ANTONIO MARTINS DA COSTA",6,1
"ANTONIO RODRIGUES SANDOVAL","ANTONIO SANDOVAL",6,1
"ANTONIO SAMPAIO TEIXEIRA","SAMPAIO",8,1
"ANTONIO SERGIO PITTON","JORNALISTA PITTON",4,1
"ANTONISIO LULU","CACIQUE DARÃ",4,1
"APARECIDO BARBOSA LIMA","MÁRCIA LIMA",5,1
"APARECIDO DONIZETI PEREIRA","DONIZETI PEREIRA",6,1
"APARECIDO LOURENCO","CIDÃO EVANGELISTA",3,1
"ARCELINO ARAUJO RIBEIRO","ARCELINO ARAUJO",6,1
"ARI FRIEDENBACH","ARI FRIEDENBACH",8,1
"ARIADNE LIBERATO ROSA DE OLIVEIRA","ARIADNE LIBERATO",8,1
"ARLINDO CHIGNALIA JUNIOR","ARLINDO CHINAGLIA",8,1
"ARMANDO HENRIQUE","ARMANDO HENRIQUE",4,1
"ARNALDO CALIL PEREIRA JARDIM","ARNALDO JARDIM",8,1
"ARNALDO CORREA NETO","CORREA NETO",6,1
"ARNALDO DE ABREU MADEIRA","ARNALDO MADEIRA",8,1
"ARNALDO FARIA DE SA","ARNALDO FARIA DE SÁ",8,1
"ASSAD NACLE BARACAT","PEDRINHO BARACAT",7,1
"AUDALIO PAULO DA SILVA","PAULINHO DO GUINCHO",4,1
"AUREA APARECIDA ALVES PARANHOS","AUREA PARANHOS",8,1
"AUREA RODRIGUES MADEIRO","AUREA RODRIGUES",4,1
"AUZENI MESSIAS SILVA","ZENI",6,1
"BENEDITO BUCK","BUCK",8,1
"BENEDITO DONIZETI ALVES","DONIZETI",8,1
"BENEDITO HERNELIO DOS SANTOS","BENEH SANTOS",8,1
"BENJAMIN RIBEIRO DA SILVA","PROFESSOR BENJAMIN",8,1
"BENTO FRANCISCO MACHADO","DR BENTO MACHADO",8,1
"BOAVENTURA PEREIRA SANTOS","BOAVENTURA",6,1
"BRUNA DIAS FURLAN","BRUNA FURLAN",8,1
"BRUNO CORREA LEITE","BRUNO CORRÊA",6,1
"CAIO GORENTZVAIG","CAIO",7,1
"CAMILA FERNANDA DOS SANTOS","CAMILA FERNANDA",6,1
"CAMILO CANDIDO DA SILVA","RAMIRO",6,1
"CANDIDO ELPIDIO DE SOUZA VACCAREZZA","VACCAREZZA",8,1
"CARALAMBOS CONSTANTINO SOTIROPOULOS","DR. CARALAMBOS",8,1
"CARLA ISOLA CASALE","DRª. CARLA CASALE",8,1
"CARLITO VIANA SOARES","CARLITO VIANA",8,1
"CARLOS ALBERTO DA SILVA NORBERTO","DR NORBERTO",8,1
"CARLOS ALBERTO EBERT BURGHI","CARLOS BURGHI",8,1
"CARLOS ALBERTO JUNG SANTOS","CARLOS JUNG",8,1
"CARLOS ALBERTO ROLIM ZARATTINI","ZARATTINI",8,1
"CARLOS CESAR BERQUE","BERQUE",8,1
"CARLOS EDUARDO DA SILVA FARIA","DR.CARLOS FARIA",8,1
"CARLOS EDUARDO FARACO BRAGA","CARLOS BRAGA",8,1
"CARLOS EDUARDO VILELA","DUDA VILELA",8,1
"CARLOS FERNANDO LOPES ABELHA","DR. ABELHA",8,1
"CARLOS GOMES DA SILVA","CAPITÃO GOMES",8,1
"CARLOS HENRIQUE DA FONSECA","CARLINHOS SARAIVA",8,1
"CARLOS HENRIQUE FOCESI SAMPAIO","CARLOS SAMPAIO",8,1
"CARLOS HENRIQUE PINTO","CARLOS HENRIQUE",8,1
"CARLOS JOSE DE ALMEIDA","CARLINHOS ALMEIDA",8,1
"CARLOS RAMIRO CASTRO","PROF. CARLÃO RAMIRO",8,1
"CARLOS ROBERTO DATOVO","PROFESSOR CARLOS DATOVO",8,1
"CARLOS ROBERTO DE CAMPOS","CARLOS ROBERTO",6,1
"CARMELITA RODRIGUES DA COSTA ESCUDERO TOLEDANO","CARMELITA TOLEDANO",6,1
"CARMEM MADALENA PEREIRA FRANCO","CARMEM FRANCO",6,1
"CASSIO WATANABE","CASSIO WATANABE",6,1
"CATARINA BEATRIZ GASPAROTTO RIGINIK","CATARINA RIGINIK",7,1
"CELIA MARIA VIEIRA ALVES","DRA CELIA MARIA",8,1
"CELIO FRANCISCO DINIZ","CELIO DINIZ",8,1
"CELSO DA LUZ GUEDES","CELSO GUEDES",4,1
"CELSO MENDES CUTALO","CELSO MENDES",5,1
"CESAR CRUZ GARCIA","CÉSAR CRUZ GARCIA",8,1
"CHARLES MICHACHI CORREA","PROF. CHARLES",8,1
"CICERA MARIA BEZERRA DA SILVA","MISSIONÁRIA CICERA BEZERRA",6,1
"CICERO RICARDO LEITE","RICARDO LEITE",8,1
"CICERO SEVERINO DE LIMA","CICERO DO POSTO",6,2
"CLAUDEMIR SERENO","ALEMÃO DA SÁUDE",7,1
"CLAUDIA SARTORI DONATTI DE SOUZA","CLAUDIA SARTORI",7,1
"CLAUDINEI ALVES DOS SANTOS","NEY SANTOS",4,1
"CLAUDIO AFFONSO","PIRU",4,1
"CLAUDIO SABINO","CLAUDIO SABINO",5,1
"CLAUDIO ZANUTIM MORAES","PROF CLAUDIO ZANUTIM",8,1
"CLAURY SANTOS ALVES DA SILVA","CLAURY",8,1
"CLEBER DE MOURA DELALIBERA","CLEBER DELALIBERA",7,1
"CLEOMENES ANTUNES JUNIOR","CLEOMENES JUNIOR",6,1
"CLEOTILDES CLETO MACHADO","TYLDE DO CÉLIO CLETO",6,1
"CLERISTON PEREIRA DO VALLE","CLERISTON VALLE",8,1
"CLOVIS DA SILVA PINTO","PROFESSOR CLOVIS PINTO",8,1
"CLAUDIO DA SILVEIRA FARIA","ENGENHEIRO CLÁUDIO",8,1
"CLOVES LISBOA MEDEIROS","DR. CLÓVIS",7,1
"CORACI DE PAULA","CORACI DE PAULA",2,1
"CREUSA LIMA DA SILVA","CREUSA LIMA",8,1
"CELIO ROBERTO TURINO DE MIRANDA","CÉLIO TURINO",8,1
"DACIO VIEIRA DE CAMARGO NETO","PROF. NETO",8,1
"DANIEL CALDEIRA MATEUS","DANIEL CALDEIRA",6,1
"DANIEL MARINS ALESSI","DANIEL MARINS",8,1
"DANIEL RODRIGUES DOS PRAZERES JUNIOR","DANIEL DOS PRAZERES",6,1
"DANIEL WELBER GONCALVES PEREZ","PROFESSOR DANIEL",8,1
"DANILO AUGUSTO BIGESCHI","DANILO DE SAÚDE",8,1
"DANILO JOSE DE TOLEDO","DANILO MIKILIM",8,1
"DANILO JOSE PARO","DANILO PARO",8,1
"DARCY FIGUEIRA DOS SANTOS JUNIOR","IRMÃO DARCY",8,1
"DARCY RODRIGUES","SARGENTO DARCY",8,1
"DEBORA MARIA MARAGNI PEREIRA DE ABREU","DRA DEBORA",8,1
"DEISE MARA DO NASCIMENTO","DEISE NASCIMENTO",7,1
"DENILCE CRUZ PAULIQUEVIS FERNANDES","DENILCE CRUZ",8,1
"DENIVALDO DE SOUZA CARVALHO","DÉ",6,1
"DENNYS HADDAD SERRANO","DENNYS SERRANO",8,1
"DEUSDEDIT DE PAULA MIQUELINO JUNIOR","DEUSDEDIT JR",7,1
"DEVANIR RIBEIRO","DEVANIR RIBEIRO",4,1
"DIEGO OLIVEIRA MARTINS","DIEGO MARTINS",6,1
"DILERMANO ANDRE PINTO","BIMBA",8,1
"DIMAS EDUARDO RAMALHO","DIMAS RAMALHO",8,1
"DIRCE JEREMIAS","DIRCE",7,1
"DIRCEU CARDOSO GONCALVES","DIRCEU CARDOSO",6,1
"DOMINGOS TELLES SANCHES","TELLES",6,1
"DOUGLAS ALBERTO SANTOS","PROFESSOR DOUGLAS CARBONNE",8,1
"DOUGLAS SIMAS MOREIRA","DOUGLAS MOREIRA",6,1
"DURVAL LOPES ORLATO","DURVAL ORLATO",8,1
"DURVAL MORELLI NETO","DURVAL MORELLI",7,1
"DEBORA ANDREA BATISTA GODOI","DEBORA GODOI",7,1
"EDER ALBERTO RAMOS MAXIMO","EDER B2",6,1
"EDGAR MAURICIO DE SANTANA","EDGAR EDUCACAO",8,1
"EDILSON MAGAIVER FERREIRA DA SILVA","MAGAIVER",6,1
"EDMAR MARQUES SILVA","BOCA NERVOSA",2,1
"EDNA REGINA RUCCIRETA EMERENCIANO","EDNA REGINA",6,1
"EDNA SANDRA MARTINS","EDNA MARTINS",8,1
"EDNEIA GOMES SANCHES","MISSIONÁRIA NÉIA SANCHES",6,1
"EDNEIA MIRIAM PEDRO","MÍRIAM MARTINS",7,1
"EDSON APARECIDO DOS SANTOS","EDSON APARECIDO",8,1
"EDSON DA PAZ","EDSON DA PAZ (O CANTOR)",6,1
"EDSON DE JESUS SARDANO","CORONEL EDSON SARDANO",8,1
"EDSON EDINHO COELHO ARAUJO","EDINHO ARAUJO",8,1
"EDSON GENARO MACIEL","EDSON MACIEL",8,1
"EDSON PENNA FRANCISCO","EDSON PENNA",8,1
"EDSON WAGNER REIS","EDSON REIS",4,1
"EDUARDO DUARTE DO NASCIMENTO","EDUARDO NASCIMENTO",7,1
"EDUARDO JOSE PEREIRA COELHO","EDUARDO COELHO",8,1
"EDUARDO SANASSAR FONSECA","SANAZAR",8,1
"EDUARDO SANTOS PALHARES","EDUARDO PALHARES",8,1
"EDUARDO TSUNEO SAITO","SAITO-SAN",8,1
"EDVALDO GERMANO SALES","TIGRE",6,1
"ELAINE APARECIDA BELLONI ABISSAMRA","DRA. ELAINE",8,1
"ELCIO AMANCIO","ELCIO AMANCIO",6,1
"ELENICE MADALENA DOS SANTOS","NICE DA CHINELA",6,1
"ELEUSES VIEIRA DE PAIVA","DR ELEUSES PAIVA",8,1
"ELIANA ALVES DE MORAES","ELIANA MORAES",8,1
"ELIANA BORGES DA CONCEICAO","ELIANA BORGES",6,1
"ELIANE TEREZINHA DOS SANTOS BOSIO","ELIANE BOSIO",8,1
"ELIAS DOS SANTOS BITENCOURT","ELIAS BITENCOURT",7,1
"ELIEZER NASCIMENTO DA COSTA","DR. ELIEZER COSTA",8,1
"ELISABETE APARECIDA MOSQUEIRA","ELISABETE APARECIDA MOSQUEIRA",6,1
